Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Show Name,Tone Mode,CTCSS,Rx CTCSS,DCS,Rx DCS,Skip,Step,Mask,Attenuator,Comment,IPO,
1195,145.6375,145.0375,0.600000,Minus,FM,S55VBO,On,Tone,123.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1196,145.5875,144.9875,0.600000,Minus,FM,S55VCM,On,Tone,123.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1197,51.89,51.29,0.600000,Minus,FM,S55VHF,On,Tone,123.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1198,145.675,145.075,0.600000,Minus,FM,S55VKG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1199,145.625,145.025,0.600000,Minus,FM,S55VKP,On,Tone,123.0 Hz,123.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1200,145.6125,145.0125,0.600000,Minus,FM,S55VKR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1201,51.58,51.58,0.000000,Plus,FM,S55VMB,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1202,145.65,145.05,0.600000,Minus,FM,S55VNM,On,None,88.5 Hz,123.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1203,145.675,145.075,0.600000,Minus,FM,S55VRK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1204,145.6125,145.0125,0.600000,Minus,FM,S55VRT,On,Tone,123.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1205,145.6375,145.0375,0.600000,Minus,FM,S55VSC,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1206,145.675,145.075,0.600000,Minus,FM,S55VSG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1207,145.6875,145.0875,0.600000,Minus,FM,S55VZV,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1208,434.8,432.8,2.000000,Minus,FM,SA0AZT/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1209,434.7,432.7,2.000000,Minus,FM,SA5LKC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1210,434.6,433.6,1.000000,Minus,FM,SA6AEG/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1211,434.7,432.7,2.000000,Minus,FM,SA6APY/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1212,434.925,432.925,2.000000,Minus,FM,SA6AR/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1213,434.6,432.6,2.000000,Minus,FM,SA6BSN/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1214,434.7375,432.7375,2.000000,Minus,FM,SA6BXG/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1215,434.825,432.825,2.000000,Minus,FM,SA6RP/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1216,434.975,432.975,2.000000,Minus,FM,SA7ATK/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1217,434.75,432.75,2.000000,Minus,FM,SA7BVQ/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1218,434.925,432.925,2.000000,Minus,FM,SA7CCO/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1219,434.6375,432.6375,2.000000,Minus,FM,SA7CDA/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1220,51.81,51.21,0.600000,Minus,FM,SE0E/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1221,434.925,432.925,2.000000,Minus,FM,SG4AVE,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1222,145.6125,145.0125,0.600000,Minus,FM,SI9AM/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1223,51.93,51.33,0.600000,Minus,FM,SK0BJ/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1224,145.7125,145.1125,0.600000,Minus,FM,SK0BJ/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1225,434.7125,432.7125,2.000000,Minus,FM,SK0BJ/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1226,1297.025,1291.025,6.000000,Minus,FM,SK0CT/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1227,29.62,29.52,0.100000,Minus,FM,SK0CT/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1228,434.625,432.625,2.000000,Minus,FM,SK0CT/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1229,434.95,432.95,2.000000,Minus,FM,SK0CT/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1230,434.7875,432.7875,2.000000,Minus,FM,SK0DL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1231,145.6875,145.0875,0.600000,Minus,FM,SK0EN/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1232,434.9,432.9,2.000000,Minus,FM,SK0EN/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1233,434.6875,427.6875,7.000000,Minus,FM,SK0MG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1234,145.7,145.1,0.600000,Minus,FM,SK0MK/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1235,434.7,435.7,1.000000,Plus,FM,SK0MT/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1236,434.7375,432.7375,2.000000,Minus,FM,SK0MT/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1237,434.775,432.775,2.000000,Minus,FM,SK0NN/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1238,145.675,145.075,0.600000,Minus,FM,SK0PQ/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1239,145.6875,145.0875,0.600000,Minus,FM,SK0QO/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1240,434.75,432.75,2.000000,Minus,FM,SK0QO/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1241,145.625,145.025,0.600000,Minus,FM,SK0RIX,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1242,434.8875,432.8875,2.000000,Minus,FM,SK0RPF,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1243,145.7875,145.1875,0.600000,Minus,FM,SK0RYG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1244,434.675,432.675,2.000000,Minus,FM,SK0RYG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1245,51.97,51.37,0.600000,Minus,FM,SK0RYG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1246,434.8625,432.8625,2.000000,Minus,FM,SK0YZ/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1247,434.85,432.85,2.000000,Minus,FM,SK0ZA/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1248,145.775,145.175,0.600000,Minus,FM,SK1BL/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1249,434.675,432.675,2.000000,Minus,FM,SK2AT/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1250,145.7,145.1,0.600000,Minus,FM,SK2AU/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1251,145.75,145.15,0.600000,Minus,FM,SK2AU/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1252,145.7,145.1,0.600000,Minus,FM,SK2AU/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1253,145.65,145.05,0.600000,Minus,FM,SK2AZ/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1254,51.95,51.35,0.600000,Minus,FM,SK2HG/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1255,145.675,145.075,0.600000,Minus,FM,SK2HG/R3,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1256,145.725,145.125,0.600000,Minus,FM,SK2HG/R5,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1257,145.75,145.15,0.600000,Minus,FM,SK2HG/R6,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1258,434.725,432.725,2.000000,Minus,FM,SK2HG/RU5,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1259,145.775,145.175,0.600000,Minus,FM,SK2LY/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1260,145.625,145.025,0.600000,Minus,FM,SK2RFR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1261,434.825,432.825,2.000000,Minus,FM,SK2RFR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1262,145.725,145.125,0.600000,Minus,FM,SK2RIU,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1263,434.725,432.725,2.000000,Minus,FM,SK2RIU,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1264,434.75,432.75,2.000000,Minus,FM,SK2RJH,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1265,145.625,145.025,0.600000,Minus,FM,SK2RLF,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1266,145.65,145.05,0.600000,Minus,FM,SK2RLJ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1267,145.7,145.1,0.600000,Minus,FM,SK2RLX,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1268,434.7,433.7,1.000000,Minus,FM,SK2RLX,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1269,145.6,145,0.600000,Minus,FM,SK2RMD,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1270,145.6,145,0.600000,Minus,FM,SK2RME,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1271,434.6,432.6,2.000000,Minus,FM,SK2RME,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1272,29.68,29.58,0.100000,Minus,FM,SK2RME,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1273,145.725,145.125,0.600000,Minus,FM,SK2RMR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1274,145.75,145.15,0.600000,Minus,FM,SK2RUQ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1275,145.675,145.075,0.600000,Minus,FM,SK2RWJ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1276,145.625,145.025,0.600000,Minus,FM,SK2RYI,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1277,145.65,145.05,0.600000,Minus,FM,SK2TP/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1278,51.83,51.23,0.600000,Minus,FM,SK3BG/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1279,145.65,145.05,0.600000,Minus,FM,SK3BR/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1280,434.65,432.65,2.000000,Minus,FM,SK3BR/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1281,145.65,145.05,0.600000,Minus,FM,SK3EK/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1282,434.65,433.65,1.000000,Minus,FM,SK3EK/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1283,434.775,432.775,2.000000,Minus,FM,SK3GA/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1284,145.775,145.175,0.600000,Minus,FM,SK3GA/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1285,145.7,145.1,0.600000,Minus,FM,SK3GK/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1286,434.7,432.7,2.000000,Minus,FM,SK3GK/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1287,434.825,432.825,2.000000,Minus,FM,SK3GW/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1288,434.875,432.875,2.000000,Minus,FM,SK3GW/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1289,145.6,145,0.600000,Minus,FM,SK3IK/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1290,145.75,145.15,0.600000,Minus,FM,SK3JR/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1291,145.7875,145.1875,0.600000,Minus,FM,SK3JR/R2,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1292,145.6,145,0.600000,Minus,FM,SK3KH/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1293,145.625,145.025,0.600000,Minus,FM,SK3MF/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1294,434.85,432.85,2.000000,Minus,FM,SK3MF/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1295,51.87,51.27,0.600000,Minus,FM,SK3PH/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1296,434.9,433.9,1.000000,Minus,FM,SK3RAL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1297,145.725,145.125,0.600000,Minus,FM,SK3RFG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1298,434.75,432.75,2.000000,Minus,FM,SK3RIA,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1299,145.7,145.1,0.600000,Minus,FM,SK3RIN,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1300,145.775,145.175,0.600000,Minus,FM,SK3RKL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1301,434.775,432.775,2.000000,Minus,FM,SK3RKL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1302,145.675,145.075,0.600000,Minus,FM,SK3RLO,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1303,1297.1,1291.1,6.000000,Minus,FM,SK3RMG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1304,145.7125,145.1125,0.600000,Minus,FM,SK3RMG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1305,434.975,432.975,2.000000,Minus,FM,SK3RMG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1306,145.6,145,0.600000,Minus,FM,SK3RMX,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1307,434.6,433.6,1.000000,Minus,FM,SK3RMX,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1308,145.725,145.125,0.600000,Minus,FM,SK3RNJ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1309,145.625,145.025,0.600000,Minus,FM,SK3RQC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1310,434.675,432.675,2.000000,Minus,FM,SK3RQE,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1311,145.75,145.15,0.600000,Minus,FM,SK3RYK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1312,434.75,433.75,1.000000,Minus,FM,SK3RYK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1313,1297.275,1291.275,6.000000,Minus,FM,SK3WH,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1314,434.875,432.875,2.000000,Minus,FM,SK3WH/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1315,145.675,145.075,0.600000,Minus,FM,SK3YZ/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1316,145.6125,145.0125,0.600000,Minus,FM,SK3YZ/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1317,145.65,145.05,0.600000,Minus,FM,SK4BX/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1318,434.65,433.65,1.000000,Minus,FM,SK4BX/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1319,145.725,145.125,0.600000,Minus,FM,SK4DM/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1320,434.725,433.725,1.000000,Minus,FM,SK4DM/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1321,145.6,145,0.600000,Minus,FM,SK4EA/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1322,145.6875,145.0875,0.600000,Minus,FM,SK4EA/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1323,145.675,145.075,0.600000,Minus,FM,SK4HV/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1324,434.725,432.725,2.000000,Minus,FM,SK4IL/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1325,145.625,145.025,0.600000,Minus,FM,SK4KIL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1326,434.85,432.85,2.000000,Minus,FM,SK4KS,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1327,145.625,145.025,0.600000,Minus,FM,SK4RGL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1328,145.75,145.15,0.600000,Minus,FM,SK4RGO,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1329,434.75,433.75,1.000000,Minus,FM,SK4RGO,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1330,145.775,145.175,0.600000,Minus,FM,SK4RJJ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1331,145.75,145.15,0.600000,Minus,FM,SK4RKD,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1332,145.675,145.075,0.600000,Minus,FM,SK4ROI,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1333,434.625,432.625,2.000000,Minus,FM,SK4RPK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1334,145.725,145.125,0.600000,Minus,FM,SK4RQF,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1335,145.775,145.175,0.600000,Minus,FM,SK4RUV,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1336,434.8,432.8,2.000000,Minus,FM,SK4RVN,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1337,434.7,432.7,2.000000,Minus,FM,SK4RWP,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1338,434.775,432.775,2.000000,Minus,FM,SK4RWQ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1339,145.7125,145.1125,0.600000,Minus,FM,SK4TL/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1340,145.65,145.05,0.600000,Minus,FM,SK4WV/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1341,434.65,433.65,1.000000,Minus,FM,SK4WV/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1342,145.725,145.125,0.600000,Minus,FM,SK5AS/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1343,145.7375,145.1375,0.600000,Minus,FM,SK5AS/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1344,145.75,145.15,0.600000,Minus,FM,SK5BE/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1345,145.6,145,0.600000,Minus,FM,SK5BN/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1346,434.6,432.6,2.000000,Minus,FM,SK5BN/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1347,434.925,432.925,2.000000,Minus,FM,SK5BN/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1348,145.75,145.15,0.600000,Minus,FM,SK5DB/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1349,434.75,432.75,2.000000,Minus,FM,SK5DB/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1350,434.725,432.725,2.000000,Minus,FM,SK5LF/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1351,51.85,51.25,0.600000,Minus,FM,SK5LW/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1352,29.64,29.54,0.100000,Minus,FM,SK5LW/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1353,145.6125,145.0125,0.600000,Minus,FM,SK5LW/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1354,434.85,432.85,2.000000,Minus,FM,SK5LW/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1355,145.7,145.1,0.600000,Minus,FM,SK5RCQ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1356,434.7,432.7,2.000000,Minus,FM,SK5RHQ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1357,145.775,145.175,0.600000,Minus,FM,SK5RHQ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1358,434.775,432.775,2.000000,Minus,FM,SK5RHQ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1359,145.7875,145.1875,0.600000,Minus,FM,SK5RLZ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1360,145.7375,145.1375,0.600000,Minus,FM,SK5RTG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1361,434.9,432.9,2.000000,Minus,FM,SK5RTG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1362,434.75,432.75,2.000000,Minus,FM,SK5UM/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1363,145.6375,145.0375,0.600000,Minus,FM,SK5UM/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1364,434.975,432.975,2.000000,Minus,FM,SK5VM/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1365,434.95,432.95,2.000000,Minus,FM,SK5WB/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1366,145.6,145,0.600000,Minus,FM,SK6BA/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1367,434.95,432.95,2.000000,Minus,FM,SK6BA/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1368,145.7,145.1,0.600000,Minus,FM,SK6DK/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1369,434.7,433.7,1.000000,Minus,FM,SK6DK/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1370,434.75,432.75,2.000000,Minus,FM,SK6DQ/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1371,145.7625,145.1625,0.600000,Minus,FM,SK6DW/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1372,434.875,432.875,2.000000,Minus,FM,SK6DW/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1373,434.825,432.825,2.000000,Minus,FM,SK6EI/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1374,145.6875,145.0875,0.600000,Minus,FM,SK6EI/R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
